Institute,Branch,Category,Gender,Quota,mean,std,count,NIRF_Rank,Priority
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),HS,24591.62,6848.307105362581,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,10448.313333333334,1401.3779803616028,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,7539.42,811.9025988683995,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,38992.87666666666,13796.21263085145,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,20096.23,1805.5182081607486,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,33832.79,6647.320375896062,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,15364.553333333333,1707.6123790093034,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,47492.71333333333,5589.676108244009,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,54639.47666666666,5032.4349667513125,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,44646.5,4847.617532497723,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,46077.740000000005,5213.259478875829,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,HS,2598.3,602.9310565681278,13.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,OS,2359.3866666666663,218.89984663572255,8.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,10045.720000000001,1377.7071111947027,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,10249.033333333333,976.0802579453899,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,7904.49,824.1967055015482,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,8193.11,659.6301770259983,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),OS,4313.59,432.64898342321675,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,9725.95,3501.221435709533,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,3122.9533333333334,408.0934404736683,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering  (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,12932.579999999998,2072.938403125551,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering  (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,8003.56,883.5260484700624,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering  (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,45552.503333333334,7931.767192160925,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering  (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,21152.45,1667.5048851118613,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering  (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,34732.183333333334,6563.988948892454,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering  (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,15901.156666666668,1979.727676326669,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering  (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,53899.41333333334,4673.9001943872945,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering  (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,59049.11666666667,5572.736678790144,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering  (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,48343.60333333333,5739.465149898251,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering  (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,48586.00666666667,5363.217860594239,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering  (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,9722.383333333333,1026.9675169099446,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering  (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,10412.791666666666,630.0596920766397,24.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering  (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,8259.536666666667,929.1031416281247,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering  (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,8472.243333333334,696.6822094651345,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering  (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),HS,18082.148571428574,8960.477653820435,26.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering  (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,7880.433333333333,3218.435771117374,29.0,54.0,10
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering  (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,3135.96,324.20803468405063,29.0,54.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",EWS,Female-only (including Supernumerary),OS,205.37333333333333,133.82942862609312,35.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",EWS,Gender-Neutral,HS,632.9866666666667,329.57118051372464,35.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",EWS,Gender-Neutral,OS,344.05333333333334,102.94262904137226,35.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",OBC-NCL,Female-only (including Supernumerary),HS,1561.7111111111112,1234.3051847190752,41.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",OBC-NCL,Female-only (including Supernumerary),OS,638.0822222222222,342.9361172110702,41.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",OBC-NCL,Gender-Neutral,HS,2052.3933333333334,736.831399287252,41.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",OBC-NCL,Gender-Neutral,OS,611.1044444444444,290.7402453116913,41.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",OBC-NCL (PwD),Gender-Neutral,OS,117.66666666666667,54.70146250330058,9.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",OPEN,Female-only (including Supernumerary),HS,1170.9266666666667,719.8237902600818,41.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",OPEN,Female-only (including Supernumerary),OS,657.0888888888888,286.10723727216725,41.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",OPEN,Gender-Neutral,HS,2293.8933333333334,646.3866499391152,41.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",OPEN,Gender-Neutral,OS,910.9555555555555,465.65754846133916,41.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",OPEN (PwD),Gender-Neutral,HS,141.0,500.0,3.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",OPEN (PwD),Gender-Neutral,OS,212.67368421052632,88.77842020861175,20.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",SC,Female-only (including Supernumerary),HS,420.3888888888889,237.80485697310726,41.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",SC,Female-only (including Supernumerary),OS,163.9111111111111,74.29091629467521,41.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",SC,Gender-Neutral,HS,1193.4511111111112,464.3039177616106,41.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",SC,Gender-Neutral,OS,294.5333333333333,85.63849145981143,41.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",ST,Female-only (including Supernumerary),HS,661.42,326.6296758133762,41.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",ST,Female-only (including Supernumerary),OS,65.72,50.80341085618021,35.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",ST,Gender-Neutral,HS,507.5466666666666,304.40043428064274,41.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",ST,Gender-Neutral,OS,124.38222222222221,45.313891694355775,41.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),HS,1775.4,116.98018480222895,11.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),OS,1545.6,73.54095952102288,11.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,960.8399999999999,17.01977459523854,11.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,902.6800000000001,72.93321976612951,11.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,4745.4,3311.4792492452398,11.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,4929.0,60.05679130471575,11.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,2685.213333333333,104.0465804776443,11.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,2070.04,176.1363624633431,11.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,7476.8,247.78289617397652,11.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,6263.04,370.92479022033564,11.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,5607.253333333333,511.63918394260475,11.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,3131.2,197.66707547609622,11.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,3052.92,218.21553148623082,11.0,42.0,10
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,1748.5333333333333,306.40140042404863,11.0,42.0,10
